;Kundennummer;Gerätetyp
4774;85694;DeviceGen3
4775;28070;DeviceGen2
4776;45179;DeviceGen2
4777;59898;DeviceGen2
4778;31564;DeviceGen3
4779;63006;DeviceGen3
4780;5620;DeviceGen3
4781;47465;DeviceGen3
4782;49051;DeviceGen2
4783;44069;DeviceGen3
4784;86150;DeviceGen3
4785;44289;DeviceGen2
4786;88452;DeviceGen3
4787;82909;DeviceGen3
4788;58531;DeviceGen4
4789;31383;DeviceGen2
4790;28734;DeviceGen3
4791;52766;DeviceGen3
4792;65523;DeviceGen2
4793;79497;DeviceGen4
4794;55284;DeviceGen3
4795;12776;DeviceGen3
4796;89442;DeviceGen2
4797;64519;DeviceGen2
4798;27830;DeviceGen2
4799;52812;DeviceGen2
4800;76665;DeviceGen3
4801;62355;DeviceGen3
4802;78092;DeviceGen4
4803;92491;DeviceGen2
4804;62693;DeviceGen2
4805;28567;DeviceGen2
4806;44834;DeviceGen3
4807;11006;DeviceGen2
4808;58661;DeviceGen3
4809;39858;DeviceGen2
4810;8971;DeviceGen2
4811;14209;DeviceGen2
4812;6465;DeviceGen3
4813;9675;DeviceGen4
4814;17361;DeviceGen2
4815;48512;DeviceGen3
4816;54733;DeviceGen4
4817;20194;DeviceGen2
4818;8355;DeviceGen2
4819;49264;DeviceGen2
4820;88047;DeviceGen3
4821;18629;DeviceGen2
4822;24777;DeviceGen2
4823;47044;DeviceGen2
4824;99442;DeviceGen2
4825;87935;DeviceGen2
4826;47573;DeviceGen3
4827;19892;DeviceGen2
4828;58120;DeviceGen2
4829;22533;DeviceGen2
4830;60709;DeviceGen3
4831;21177;DeviceGen3
4832;89119;DeviceGen3
4833;69318;DeviceGen3
4834;28236;DeviceGen3
4835;30122;DeviceGen3
4836;89404;DeviceGen3
4837;59117;DeviceGen3
4838;36620;DeviceGen3
4839;44266;DeviceGen2
4840;29056;DeviceGen3
4841;70177;DeviceGen2
4842;75631;DeviceGen3
4843;4592;DeviceGen2
4844;8171;DeviceGen3
4845;76425;DeviceGen3
4846;92634;DeviceGen3
4847;47256;DeviceGen3
4848;18835;DeviceGen3
4849;7140;DeviceGen2
4850;4163;DeviceGen3
4851;47603;DeviceGen2
4852;69931;DeviceGen2
4853;84660;DeviceGen3
4854;74741;DeviceGen2
4855;37147;DeviceGen3
4856;99198;DeviceGen3
4857;40905;DeviceGen3
4858;42703;DeviceGen2
4859;18141;DeviceGen3
4860;35439;DeviceGen3
4861;20417;DeviceGen3
4862;83003;DeviceGen2
4863;5125;DeviceGen2
4864;68099;DeviceGen3
4865;1103;DeviceGen3
4866;32189;DeviceGen4
4867;55410;DeviceGen2
4868;74641;DeviceGen3
4869;35913;DeviceGen2
4870;60363;DeviceGen2
4871;49263;DeviceGen3
4872;51970;DeviceGen3
4873;7262;DeviceGen3
4874;70338;DeviceGen3
4875;52690;DeviceGen2
4876;54681;DeviceGen3
4877;56724;DeviceGen3
4878;75884;DeviceGen3
4879;97710;DeviceGen2
4880;60447;DeviceGen4
4881;27191;DeviceGen3
4882;50038;DeviceGen3
4883;70047;DeviceGen3
4884;61073;DeviceGen2
4885;58391;DeviceGen3
4886;30527;DeviceGen2
4887;78977;DeviceGen3
4888;25698;DeviceGen2
4889;3149;DeviceGen3
4890;39602;DeviceGen3
4891;78358;DeviceGen2
4892;55703;DeviceGen2
4893;53200;DeviceGen2
4894;66776;DeviceGen2
4895;86496;DeviceGen2
4896;73633;DeviceGen3
4897;79573;DeviceGen3
4898;74015;DeviceGen3
4899;8792;DeviceGen2
4900;37615;DeviceGen3
4901;97202;DeviceGen3
4902;15662;DeviceGen2
4903;28139;DeviceGen2
4904;19195;DeviceGen3
4905;94347;DeviceGen3
4906;17066;DeviceGen3
4907;74452;DeviceGen3
4908;70481;DeviceGen3
4909;91361;DeviceGen2
4910;49787;DeviceGen4
4911;95545;DeviceGen3
4912;48826;DeviceGen3
4913;61047;DeviceGen2
4914;64504;DeviceGen2
4915;87575;DeviceGen3
4916;69081;DeviceGen3
4917;81947;DeviceGen2
4918;89520;DeviceGen2
4919;6530;DeviceGen2
4920;36070;DeviceGen2
4921;4479;DeviceGen3
4922;20555;DeviceGen2
4923;28626;DeviceGen2
4924;2309;DeviceGen3
4925;51473;DeviceGen3
4926;20841;DeviceGen2
4927;44871;DeviceGen3
4928;78072;DeviceGen3
4929;96778;DeviceGen2
4930;83087;DeviceGen2
4931;16534;DeviceGen2
4932;91268;DeviceGen3
4933;12588;DeviceGen4
4934;3496;DeviceGen2
4935;34071;DeviceGen3
4936;53362;DeviceGen2
4937;48661;DeviceGen3
4938;19945;DeviceGen2
4939;6922;DeviceGen3
4940;74386;DeviceGen2
4941;46457;DeviceGen3
4942;33758;DeviceGen2
4943;46189;DeviceGen3
4944;99379;DeviceGen2
4945;90290;DeviceGen2
4946;19042;DeviceGen2
4947;67410;DeviceGen2
4948;89446;DeviceGen3
4949;43603;DeviceGen3
4950;16963;DeviceGen3
4951;54535;DeviceGen3
4952;21484;DeviceGen3
4953;57690;DeviceGen3
4954;75346;DeviceGen2
4955;45256;DeviceGen3
4956;21521;DeviceGen3
4957;4191;DeviceGen2
4958;11525;DeviceGen3
4959;96014;DeviceGen3
4960;22220;DeviceGen3
4961;44336;DeviceGen3
4962;57759;DeviceGen2
4963;37776;DeviceGen3
4964;73121;DeviceGen2
4965;57287;DeviceGen4
4966;71815;DeviceGen3
4967;95216;DeviceGen4
4968;44555;DeviceGen2
4969;64136;DeviceGen2
4970;5122;DeviceGen3
4971;18140;DeviceGen2
4972;72899;DeviceGen3
4973;58486;DeviceGen2
4974;4319;DeviceGen3
4975;67865;DeviceGen2
4976;12992;DeviceGen2
4977;20108;DeviceGen3
4978;35490;DeviceGen2
4979;23217;DeviceGen3
4980;48642;DeviceGen2
4981;54274;DeviceGen3
4982;65736;DeviceGen2
4983;56456;DeviceGen2
4984;24303;DeviceGen3
4985;3765;DeviceGen2
4986;24177;DeviceGen3
4987;64879;DeviceGen3
4988;66156;DeviceGen2
4989;87509;DeviceGen2
4990;76429;DeviceGen3
4991;95957;DeviceGen3
4992;80613;DeviceGen3
4993;88742;DeviceGen3
4994;3241;DeviceGen3
4995;47447;DeviceGen2
4996;48749;DeviceGen3
4997;3221;DeviceGen3
4998;14431;DeviceGen2
4999;15987;DeviceGen3
5000;8647;DeviceGen3
5001;93498;DeviceGen2
5002;27818;DeviceGen2
5003;6190;DeviceGen3
5004;88965;DeviceGen3
5005;59827;DeviceGen2
5006;12948;DeviceGen4
5007;70013;DeviceGen2
5008;72402;DeviceGen2
5009;29095;DeviceGen3
5010;80147;DeviceGen3
5011;52249;DeviceGen2
5012;38551;DeviceGen2
5013;91589;DeviceGen2
5014;46459;DeviceGen3
5015;65896;DeviceGen2
5016;21217;DeviceGen3
5017;21168;DeviceGen4
5018;52016;DeviceGen2
5019;24504;DeviceGen3
5020;53576;DeviceGen2
5021;71810;DeviceGen2
5022;51064;DeviceGen3
5023;57826;DeviceGen3
5024;28091;DeviceGen3
5025;50822;DeviceGen2
5026;71153;DeviceGen3
5027;44933;DeviceGen3
5028;97218;DeviceGen2
5029;36169;DeviceGen2
5030;75115;DeviceGen2
5031;62045;DeviceGen3
5032;12582;DeviceGen3
5033;72634;DeviceGen3
5034;49948;DeviceGen3
5035;56395;DeviceGen2
5036;56889;DeviceGen3
5037;31868;DeviceGen3
5038;70465;DeviceGen2
5039;65820;DeviceGen2
5040;73107;DeviceGen2
5041;69472;DeviceGen3
5042;71132;DeviceGen3
5043;7815;DeviceGen2
5044;29964;DeviceGen2
5045;93972;DeviceGen4
5046;81538;DeviceGen3
5047;27183;DeviceGen2
5048;76939;DeviceGen3
5049;5703;DeviceGen2
5050;97040;DeviceGen3
5051;27814;DeviceGen2
5052;15632;DeviceGen2
5053;12227;DeviceGen3
5054;76384;DeviceGen4
5055;37080;DeviceGen3
5056;32295;DeviceGen3
5057;71970;DeviceGen3
5058;14592;DeviceGen3
5059;47824;DeviceGen3
5060;22367;DeviceGen3
5061;47923;DeviceGen3
5062;33408;DeviceGen3
5063;10331;DeviceGen3
5064;56730;DeviceGen3
5065;30644;DeviceGen2
5066;20633;DeviceGen3
5067;16479;DeviceGen2
5068;18623;DeviceGen3
5069;11672;DeviceGen2
5070;7603;DeviceGen3
5071;98762;DeviceGen2
5072;94731;DeviceGen3
5073;74981;DeviceGen3
5074;83644;DeviceGen4
5075;36042;DeviceGen3
5076;88771;DeviceGen4
5077;62299;DeviceGen3
5078;53312;DeviceGen3
5079;32396;DeviceGen3
5080;96321;DeviceGen3
5081;57990;DeviceGen3
5082;9098;DeviceGen3
5083;13220;DeviceGen3
5084;46690;DeviceGen2
5085;19771;DeviceGen3
5086;51733;DeviceGen3
5087;20652;DeviceGen3
5088;81176;DeviceGen2
5089;72257;DeviceGen3
5090;21211;DeviceGen3
5091;84891;DeviceGen3
5092;66405;DeviceGen3
5093;37117;DeviceGen2
5094;13453;DeviceGen3
5095;58605;DeviceGen3
5096;12667;DeviceGen2
5097;4640;DeviceGen2
5098;39378;DeviceGen2
5099;34416;DeviceGen3
5100;4515;DeviceGen3
5101;66684;DeviceGen3
5102;31263;DeviceGen3
5103;75730;DeviceGen3
5104;76342;DeviceGen4
5105;64329;DeviceGen3
5106;49766;DeviceGen2
5107;9534;DeviceGen2
5108;69194;DeviceGen2
5109;23723;DeviceGen3
5110;13355;DeviceGen2
5111;14366;DeviceGen3
5112;84821;DeviceGen3
5113;12130;DeviceGen2
5114;21948;DeviceGen3
5115;3185;DeviceGen3
5116;27792;DeviceGen3
5117;64128;DeviceGen3
5118;40102;DeviceGen2
5119;5909;DeviceGen4
5120;54737;DeviceGen2
5121;34045;DeviceGen2
5122;29346;DeviceGen2
5123;32943;DeviceGen4
5124;5393;DeviceGen2
5125;53852;DeviceGen3
5126;45871;DeviceGen2
5127;68790;DeviceGen3
5128;17714;DeviceGen3
5129;58580;DeviceGen2
5130;53416;DeviceGen3
5131;61669;DeviceGen3
5132;60210;DeviceGen2
5133;77618;DeviceGen3
5134;49305;DeviceGen2
5135;55512;DeviceGen2
5136;55242;DeviceGen4
5137;18390;DeviceGen3
5138;47693;DeviceGen2
5139;52414;DeviceGen3
5140;1109;DeviceGen2
5141;26323;DeviceGen3
5142;59646;DeviceGen2
5143;83181;DeviceGen3
5144;73127;DeviceGen3
5145;26465;DeviceGen3
5146;54018;DeviceGen3
5147;99748;DeviceGen3
5148;45822;DeviceGen3
5149;48181;DeviceGen3
5150;54414;DeviceGen3
5151;6385;DeviceGen2
5152;12792;DeviceGen3
5153;38091;DeviceGen3
5154;72570;DeviceGen2
5155;31918;DeviceGen3
5156;86551;DeviceGen2
5157;94230;DeviceGen3
5158;4997;DeviceGen2
5159;12964;DeviceGen2
5160;59888;DeviceGen3
5161;55687;DeviceGen3
5162;75718;DeviceGen3
5163;94538;DeviceGen3
5164;73768;DeviceGen2
5165;76375;DeviceGen2
5166;20242;DeviceGen4
5167;27053;DeviceGen3
5168;72953;DeviceGen2
5169;55076;DeviceGen3
5170;48692;DeviceGen2
5171;77632;DeviceGen3
5172;85013;DeviceGen2
5173;66875;DeviceGen3
5174;18752;DeviceGen3
5175;67506;DeviceGen4
5176;90074;DeviceGen3
5177;67334;DeviceGen3
5178;14741;DeviceGen3
5179;94348;DeviceGen2
5180;10029;DeviceGen3
5181;53797;DeviceGen3
5182;81023;DeviceGen3
5183;24901;DeviceGen3
5184;51615;DeviceGen2
5185;33438;DeviceGen2
5186;30622;DeviceGen3
5187;60281;DeviceGen3
5188;21096;DeviceGen2
5189;3305;DeviceGen3
5190;58900;DeviceGen2
5191;63840;DeviceGen2
5192;63706;DeviceGen2
5193;18574;DeviceGen3
5194;25311;DeviceGen3
5195;71635;DeviceGen2
5196;84719;DeviceGen3
5197;87744;DeviceGen2
5198;49240;DeviceGen2
5199;66587;DeviceGen2
5200;81870;DeviceGen2
5201;57374;DeviceGen3
5202;86402;DeviceGen4
5203;65743;DeviceGen2
5204;64380;DeviceGen3
5205;56988;DeviceGen3
5206;27685;DeviceGen3
5207;20226;DeviceGen2
5208;56796;DeviceGen3
5209;51565;DeviceGen2
5210;39314;DeviceGen2
5211;83554;DeviceGen4
5212;86515;DeviceGen3
5213;88851;DeviceGen2
5214;92845;DeviceGen4
5215;84434;DeviceGen3
5216;70690;DeviceGen3
5217;70674;DeviceGen2
5218;2993;DeviceGen3
5219;73144;DeviceGen3
5220;83000;DeviceGen4
5221;99961;DeviceGen3
5222;37601;DeviceGen3
5223;91384;DeviceGen4
5224;95163;DeviceGen2
5225;16057;DeviceGen2
5226;19530;DeviceGen2
5227;80389;DeviceGen3
5228;37769;DeviceGen2
5229;88450;DeviceGen3
5230;96196;DeviceGen2
5231;79862;DeviceGen2
5232;65223;DeviceGen3
5233;71827;DeviceGen3
5234;50097;DeviceGen3
5235;40620;DeviceGen4
5236;29215;DeviceGen3
5237;80816;DeviceGen2
5238;11609;DeviceGen4
5239;34094;DeviceGen2
5240;46108;DeviceGen3
5241;77873;DeviceGen3
5242;70929;DeviceGen2
5243;57961;DeviceGen3
5244;88951;DeviceGen2
5245;56742;DeviceGen3
5246;53724;DeviceGen2
5247;60716;DeviceGen2
5248;87720;DeviceGen2
5249;49611;DeviceGen3
5250;8493;DeviceGen3
5251;88676;DeviceGen2
5252;32293;DeviceGen3
5253;15012;DeviceGen3
5254;15084;DeviceGen3
5255;14991;DeviceGen2
5256;91799;DeviceGen2
5257;22813;DeviceGen2
5258;69094;DeviceGen3
5259;94860;DeviceGen2
5260;62919;DeviceGen3
5261;3046;DeviceGen4
5262;94841;DeviceGen2
5263;5485;DeviceGen2
5264;37118;DeviceGen2
5265;21171;DeviceGen3
5266;49598;DeviceGen2
5267;65809;DeviceGen2
5268;27736;DeviceGen3
5269;50092;DeviceGen2
5270;54646;DeviceGen2
5271;85746;DeviceGen3
5272;24333;DeviceGen3
5273;77908;DeviceGen2
5274;94394;DeviceGen2
5275;56171;DeviceGen2
5276;91936;DeviceGen2
5277;17291;DeviceGen3
5278;56437;DeviceGen3
5279;17850;DeviceGen3
5280;9190;DeviceGen2
5281;58476;DeviceGen2
5282;9013;DeviceGen3
5283;8705;DeviceGen3
5284;75849;DeviceGen3
5285;85046;DeviceGen3
5286;32803;DeviceGen4
5287;41414;DeviceGen2
5288;63965;DeviceGen2
5289;94599;DeviceGen3
5290;59174;DeviceGen3
5291;26214;DeviceGen2
5292;8047;DeviceGen3
5293;90418;DeviceGen2
5294;10682;DeviceGen2
5295;78300;DeviceGen3
5296;48090;DeviceGen3
5297;58237;DeviceGen3
5298;64442;DeviceGen2
5299;8950;DeviceGen2
5300;31177;DeviceGen2
5301;73877;DeviceGen3
5302;9574;DeviceGen3
5303;20410;DeviceGen3
5304;50856;DeviceGen2
5305;81813;DeviceGen3
5306;93912;DeviceGen4
5307;69137;DeviceGen3
5308;65903;DeviceGen3
5309;59751;DeviceGen3
5310;66350;DeviceGen3
5311;15612;DeviceGen3
5312;39284;DeviceGen2
5313;77689;DeviceGen3
5314;19850;DeviceGen3
5315;61086;DeviceGen3
5316;67178;DeviceGen4
5317;4069;DeviceGen3
5318;76790;DeviceGen3
5319;61824;DeviceGen2
5320;99963;DeviceGen2
5321;19961;DeviceGen2
5322;81229;DeviceGen4
5323;27151;DeviceGen3
5324;70276;DeviceGen2
5325;94342;DeviceGen3
5326;37321;DeviceGen2
5327;6136;DeviceGen3
5328;51829;DeviceGen3
5329;64618;DeviceGen4
5330;66524;DeviceGen2
5331;68462;DeviceGen3
5332;2325;DeviceGen2
5333;21881;DeviceGen3
5334;43067;DeviceGen2
5335;16071;DeviceGen2
5336;64894;DeviceGen2
5337;82934;DeviceGen3
5338;38549;DeviceGen3
5339;45395;DeviceGen3
5340;84223;DeviceGen3
5341;47594;DeviceGen3
5342;33401;DeviceGen3
5343;34661;DeviceGen2
5344;85144;DeviceGen2
5345;6664;DeviceGen3
5346;26421;DeviceGen2
5347;46759;DeviceGen3
5348;28840;DeviceGen2
5349;37732;DeviceGen2
5350;48634;DeviceGen2
5351;17555;DeviceGen2
5352;78749;DeviceGen3
5353;15590;DeviceGen3
5354;91215;DeviceGen2
5355;76604;DeviceGen2
5356;9566;DeviceGen3
5357;33371;DeviceGen3
5358;97837;DeviceGen3
5359;37899;DeviceGen2
5360;38469;DeviceGen3
5361;73300;DeviceGen2
5362;56399;DeviceGen3
5363;27793;DeviceGen2
5364;67456;DeviceGen2
5365;69376;DeviceGen4
5366;18673;DeviceGen2
5367;36582;DeviceGen2
5368;1843;DeviceGen3
5369;14976;DeviceGen3
5370;57178;DeviceGen3
5371;68431;DeviceGen3
5372;79571;DeviceGen4
5373;73919;DeviceGen2
5374;40978;DeviceGen2
5375;45957;DeviceGen3
5376;44393;DeviceGen3
5377;45567;DeviceGen3
5378;17157;DeviceGen2
5379;96884;DeviceGen3
5380;12559;DeviceGen2
5381;72944;DeviceGen2
5382;34203;DeviceGen3
5383;70379;DeviceGen3
5384;58604;DeviceGen4
5385;74868;DeviceGen3
5386;5827;DeviceGen2
5387;10975;DeviceGen3
5388;97851;DeviceGen3
5389;72651;DeviceGen3
5390;9119;DeviceGen2
5391;11197;DeviceGen4
5392;47968;DeviceGen2
5393;65630;DeviceGen2
5394;26092;DeviceGen2
5395;21291;DeviceGen2
5396;75335;DeviceGen2
5397;69892;DeviceGen3
5398;75458;DeviceGen3
5399;72181;DeviceGen3
5400;6053;DeviceGen3
5401;11498;DeviceGen2
5402;85369;DeviceGen2
5403;83831;DeviceGen3
5404;20734;DeviceGen3
5405;71429;DeviceGen3
5406;70917;DeviceGen3
5407;76326;DeviceGen2
5408;60137;DeviceGen2
5409;81832;DeviceGen2
5410;36186;DeviceGen2
5411;83586;DeviceGen3
5412;59487;DeviceGen2
5413;84196;DeviceGen2
5414;72567;DeviceGen3
5415;20068;DeviceGen2
5416;92364;DeviceGen2
5417;17289;DeviceGen3
5418;84323;DeviceGen3
5419;69993;DeviceGen3
5420;50112;DeviceGen2
5421;81136;DeviceGen3
5422;87172;DeviceGen3
5423;9215;DeviceGen3
5424;20612;DeviceGen2
5425;64572;DeviceGen2
5426;42163;DeviceGen3
5427;98148;DeviceGen3
5428;65090;DeviceGen4
5429;88174;DeviceGen3
5430;99689;DeviceGen2
5431;45539;DeviceGen3
5432;8080;DeviceGen3
5433;27917;DeviceGen3
5434;1470;DeviceGen2
5435;13994;DeviceGen3
5436;34020;DeviceGen3
5437;89340;DeviceGen2
5438;80418;DeviceGen3
5439;79130;DeviceGen3
5440;26505;DeviceGen2
5441;94963;DeviceGen2
5442;73806;DeviceGen3
5443;48710;DeviceGen3
5444;75433;DeviceGen3
5445;64075;DeviceGen2
5446;11789;DeviceGen2
5447;77892;DeviceGen3
5448;29979;DeviceGen2
5449;41209;DeviceGen2
5450;13139;DeviceGen3
5451;65994;DeviceGen3
5452;24913;DeviceGen3
5453;3936;DeviceGen2
5454;57540;DeviceGen3
5455;47455;DeviceGen2
5456;65369;DeviceGen2
5457;24870;DeviceGen3
5458;23550;DeviceGen2
5459;50039;DeviceGen2
5460;15091;DeviceGen3
5461;2788;DeviceGen2
5462;49617;DeviceGen2
5463;54501;DeviceGen3
5464;28216;DeviceGen3
5465;65009;DeviceGen4
5466;29316;DeviceGen3
5467;55445;DeviceGen3
5468;1509;DeviceGen4
5469;21221;DeviceGen3
5470;34770;DeviceGen3
5471;83409;DeviceGen2
5472;97323;DeviceGen2
5473;63581;DeviceGen4
5474;42926;DeviceGen3
5475;96630;DeviceGen2
5476;99308;DeviceGen3
5477;4457;DeviceGen3
5478;66165;DeviceGen3
5479;8467;DeviceGen3
5480;91941;DeviceGen3
5481;20896;DeviceGen3
5482;93928;DeviceGen3
5483;26828;DeviceGen3
5484;8374;DeviceGen2
5485;43469;DeviceGen3
5486;92081;DeviceGen4
5487;99598;DeviceGen2
5488;95196;DeviceGen3
5489;29825;DeviceGen2
5490;33161;DeviceGen2
5491;39037;DeviceGen3
5492;19174;DeviceGen3
5493;50465;DeviceGen2
5494;50612;DeviceGen3
5495;42852;DeviceGen3
5496;51848;DeviceGen2
5497;75546;DeviceGen3
5498;74778;DeviceGen2
5499;45836;DeviceGen2
5500;31618;DeviceGen2
5501;91787;DeviceGen3
5502;47937;DeviceGen2
5503;90844;DeviceGen2
5504;21201;DeviceGen2
5505;90907;DeviceGen2
5506;6872;DeviceGen2
5507;6044;DeviceGen2
5508;70143;DeviceGen2
5509;58975;DeviceGen3
5510;3027;DeviceGen2
5511;18186;DeviceGen2
5512;58794;DeviceGen3
5513;72756;DeviceGen2
5514;65934;DeviceGen3
5515;87356;DeviceGen3
5516;25377;DeviceGen2
5517;99329;DeviceGen2
5518;15307;DeviceGen3
5519;34347;DeviceGen3
5520;79619;DeviceGen3
5521;53799;DeviceGen2
5522;84973;DeviceGen3
5523;64635;DeviceGen2
5524;41850;DeviceGen3
5525;76395;DeviceGen3
5526;96753;DeviceGen2
5527;93056;DeviceGen3
5528;87670;DeviceGen3
5529;96017;DeviceGen2
5530;97142;DeviceGen3
5531;45788;DeviceGen2
5532;85838;DeviceGen3
5533;30848;DeviceGen3
5534;17225;DeviceGen3
5535;23093;DeviceGen2
5536;52084;DeviceGen3
5537;31464;DeviceGen3
5538;84264;DeviceGen3
5539;49950;DeviceGen3
5540;29368;DeviceGen2
5541;58980;DeviceGen3
5542;17485;DeviceGen2
5543;99782;DeviceGen3
5544;42950;DeviceGen3
5545;67787;DeviceGen2
5546;94456;DeviceGen3
5547;39003;DeviceGen4
5548;16448;DeviceGen2
5549;93605;DeviceGen4
5550;17512;DeviceGen3
5551;44552;DeviceGen2
5552;73171;DeviceGen3
5553;53437;DeviceGen3
5554;65644;DeviceGen3
5555;23376;DeviceGen3
5556;99755;DeviceGen3
5557;78869;DeviceGen3
5558;45840;DeviceGen3
5559;97041;DeviceGen3
5560;65275;DeviceGen2
5561;62046;DeviceGen3
5562;98546;DeviceGen3
5563;93281;DeviceGen2
5564;90814;DeviceGen2
5565;64746;DeviceGen3
5566;33109;DeviceGen3
5567;89040;DeviceGen3
5568;43979;DeviceGen3
5569;3268;DeviceGen2
5570;19191;DeviceGen3
5571;74384;DeviceGen4
5572;61393;DeviceGen3
5573;33503;DeviceGen3
5574;71374;DeviceGen2
5575;78316;DeviceGen2
5576;47869;DeviceGen2
5577;50361;DeviceGen2
5578;79615;DeviceGen4
5579;11852;DeviceGen3
5580;85604;DeviceGen2
5581;16925;DeviceGen2
5582;56269;DeviceGen3
5583;66081;DeviceGen3
5584;34451;DeviceGen3
5585;82299;DeviceGen3
5586;35560;DeviceGen3
5587;74220;DeviceGen4
5588;73175;DeviceGen4
5589;3342;DeviceGen3
5590;70574;DeviceGen3
5591;26396;DeviceGen2
5592;84672;DeviceGen3
5593;66087;DeviceGen4
5594;47438;DeviceGen2
5595;48695;DeviceGen2
5596;5882;DeviceGen3
5597;56314;DeviceGen3
5598;59478;DeviceGen3
5599;14179;DeviceGen2
5600;80101;DeviceGen3
5601;90622;DeviceGen2
5602;54853;DeviceGen2
5603;15476;DeviceGen3
5604;1701;DeviceGen3
5605;73856;DeviceGen2
5606;84671;DeviceGen2
5607;55103;DeviceGen3
5608;14119;DeviceGen3
5609;38603;DeviceGen3
5610;54622;DeviceGen3
5611;53296;DeviceGen2
5612;7094;DeviceGen2
5613;13157;DeviceGen2
5614;87652;DeviceGen3
5615;20352;DeviceGen3
5616;13489;DeviceGen2
5617;88435;DeviceGen3
5618;21331;DeviceGen3
5619;27729;DeviceGen3
5620;17996;DeviceGen3
5621;60230;DeviceGen3
5622;58550;DeviceGen2
5623;23839;DeviceGen2
5624;63340;DeviceGen2
5625;72325;DeviceGen2
5626;71333;DeviceGen3
5627;19252;DeviceGen2
5628;67550;DeviceGen3
5629;63265;DeviceGen3
5630;26048;DeviceGen3
5631;89441;DeviceGen3
5632;39463;DeviceGen2
5633;92407;DeviceGen3
5634;58411;DeviceGen2
5635;69186;DeviceGen2
5636;3277;DeviceGen3
5637;43820;DeviceGen2
5638;9908;DeviceGen3
5639;29463;DeviceGen2
5640;37442;DeviceGen2
5641;9070;DeviceGen4
5642;51701;DeviceGen3
5643;46779;DeviceGen4
5644;8434;DeviceGen2
5645;55848;DeviceGen2
5646;48962;DeviceGen2
5647;72964;DeviceGen3
5648;3204;DeviceGen3
5649;40895;DeviceGen3
5650;58107;DeviceGen3
5651;32759;DeviceGen3
5652;93515;DeviceGen2
5653;83869;DeviceGen2
5654;38647;DeviceGen3
5655;6692;DeviceGen3
5656;80936;DeviceGen3
5657;6894;DeviceGen3
5658;55014;DeviceGen3
5659;74209;DeviceGen2
5660;65124;DeviceGen3
5661;77522;DeviceGen2
5662;40976;DeviceGen3
5663;3807;DeviceGen2
5664;30229;DeviceGen3
5665;95529;DeviceGen3
5666;84517;DeviceGen4
5667;38023;DeviceGen2
5668;90462;DeviceGen3
5669;55920;DeviceGen3
5670;2497;DeviceGen3
5671;27936;DeviceGen3
5672;11597;DeviceGen3
5673;1776;DeviceGen2
5674;14254;DeviceGen3
5675;56804;DeviceGen3
5676;20407;DeviceGen3
5677;51221;DeviceGen3
5678;77558;DeviceGen4
5679;58374;DeviceGen3
5680;92878;DeviceGen3
5681;60858;DeviceGen2
5682;57945;DeviceGen3
5683;12202;DeviceGen3
5684;35431;DeviceGen3
5685;42987;DeviceGen2
5686;78769;DeviceGen3
5687;29128;DeviceGen2
5688;63328;DeviceGen2
5689;36809;DeviceGen3
5690;8673;DeviceGen2
5691;74214;DeviceGen3
5692;15846;DeviceGen2
5693;46239;DeviceGen3
5694;2342;DeviceGen3
5695;5176;DeviceGen2
5696;55871;DeviceGen3
5697;94605;DeviceGen2
5698;71038;DeviceGen2
5699;73072;DeviceGen3
5700;32443;DeviceGen3
5701;27453;DeviceGen2
5702;92672;DeviceGen3
5703;18084;DeviceGen2
5704;72828;DeviceGen2
5705;52524;DeviceGen2
5706;81850;DeviceGen3
5707;78952;DeviceGen3
5708;94629;DeviceGen3
5709;59113;DeviceGen4
5710;82638;DeviceGen3
5711;98800;DeviceGen2
5712;54585;DeviceGen3
5713;72645;DeviceGen3
5714;10170;DeviceGen2
5715;93421;DeviceGen3
5716;10035;DeviceGen2
5717;54719;DeviceGen2
5718;72817;DeviceGen3
5719;81020;DeviceGen3
5720;6721;DeviceGen2
5721;45731;DeviceGen2
5722;76818;DeviceGen3
5723;20709;DeviceGen3
5724;22148;DeviceGen3
5725;41575;DeviceGen2
5726;61335;DeviceGen2
5727;80707;DeviceGen2
5728;27316;DeviceGen2
5729;31022;DeviceGen2
5730;61510;DeviceGen2
5731;71324;DeviceGen2
5732;10678;DeviceGen2
5733;15258;DeviceGen4
5734;87038;DeviceGen4
5735;73535;DeviceGen2
5736;36202;DeviceGen3
5737;28254;DeviceGen2
5738;45115;DeviceGen4
5739;61271;DeviceGen3
5740;63465;DeviceGen2
5741;6554;DeviceGen2
5742;81628;DeviceGen3
5743;31059;DeviceGen3
5744;49988;DeviceGen3
5745;32176;DeviceGen3
5746;66476;DeviceGen4
5747;66127;DeviceGen2
5748;28730;DeviceGen4
5749;1185;DeviceGen2
5750;71494;DeviceGen3
5751;74617;DeviceGen2
5752;8735;DeviceGen3
5753;7588;DeviceGen3
5754;60405;DeviceGen3
5755;76468;DeviceGen3
5756;38033;DeviceGen3
5757;3307;DeviceGen3
5758;69606;DeviceGen2
5759;87677;DeviceGen3
5760;85235;DeviceGen3
5761;79762;DeviceGen3
5762;95442;DeviceGen3
5763;32757;DeviceGen2
5764;59952;DeviceGen3
5765;30062;DeviceGen3
5766;39757;DeviceGen2
5767;29918;DeviceGen3
5768;52571;DeviceGen3
5769;65400;DeviceGen4
5770;64546;DeviceGen3
5771;77864;DeviceGen3
